,name,experience,employment,created_at,selary,address,type,schedule,work_schedule_by_days,working_hours
126890303,Оператор 1С в минимаркет,От 1 года до 3 лет,Полная занятость,2025-10-23 T20:36:27,35000-50000 RUR,Не указано,Открытая,Удаленная работа,6/1,8 часов
126915420,Бухгалтер-оператор,От 1 года до 3 лет,Полная занятость,2025-10-24 T14:17:17,6500000-6800000 UZS,"Ташкент, Яккасарайский район",Открытая,Полный день,5/2,8 часов
126927195,Оператор ПК - логист,Нет опыта,Полная занятость,2025-10-24 T22:19:51,27000-27000 RUR,Не указано,Открытая,Удаленная работа,2/2,Другое
126918390,Оператор ПЭВМ,Нет опыта,Полная занятость,2025-10-24 T15:11:55,30000-None RUR,"Пенза, улица Суворова, 30",Открытая,Полный день,5/2,8 часов
126757640,Оператор 1С \ оператор склада (Матросова),От 1 года до 3 лет,Полная занятость,2025-10-21 T08:29:58,65000-85000 RUR,"Батайск, улица Матросова, 47",Открытая,Полный день,5/2,8 часов
126894566,Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-24 T07:59:38,80000-80000 RUR,"деревня Островцы, квартал 30137, с683/2",Открытая,Полный день,5/2,8 часов
126802965,Оператор ПК,Нет опыта,Полная занятость,2025-10-22 T08:24:34,None-60000 RUR,"Нижний Новгород, улица Петровского, 15А",Открытая,Полный день,5/2,8 часов
126110094,Оператор call center в стоматологическую компанию (УДАЛЕННО),От 1 года до 3 лет,Полная занятость,2025-10-03 T12:51:25,100000-300000 KZT,Не указано,Открытая,Удаленная работа,2/2,11 часов
126779962,Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-21 T13:53:33,75000-None RUR,"Краснодар, Бородинская улица",Открытая,Полный день,5/2,8 часов
126795286,Оператор сканирования документов,От 1 года до 3 лет,Полная занятость,2025-10-21 T18:31:10,100000-None RUR,"Москва, Привольная улица, 61к1",Открытая,Полный день,6/1,8 часов
126698809,Оператор 1C (первичная документация),От 1 года до 3 лет,Полная занятость,2025-10-23 T08:30:39,55000-60000 RUR,"Воронеж, улица Мазлумова, 25",Открытая,Полный день,5/2,8 часов
126773473,Оператор поддержки чатов,От 1 года до 3 лет,Полная занятость,2025-10-24 T12:20:49,65000-None RUR,"Москва, Северный административный округ, район Беговой, Нижняя улица, 14с7",Открытая,Удаленная работа,2/2,10 часов
126825722,Оператор 1C,Нет опыта,Полная занятость,2025-10-22 T14:34:22,55000-None RUR,"Сургут, улица Домостроителей, 6соор2",Открытая,Сменный график,2/2,12 часов
126901986,Оператор программ складского учёта,От 1 года до 3 лет,Полная занятость,2025-10-24 T10:21:28,50000-None RUR,"Челябинск, улица Рылеева, 16",Открытая,Сменный график,2/2,12 часов
126806815,Менеджер по работе с клиентами/Координатор/Оператор 1с,От 3 до 6 лет,Полная занятость,2025-10-22 T09:37:18,130000-None RUR,"посёлок городского типа Октябрьский, улица Ленина, 1с1",Открытая,Полный день,5/2,8 часов
126913591,Оператор ПК,Нет опыта,Полная занятость,2025-10-24 T13:40:34,54100-None RUR,"Курск, улица Энгельса, 152А",Открытая,Полный день,5/2,8 часов
126273408,Оператор производственных линий/Упаковщик,Нет опыта,Полная занятость,2025-10-22 T17:53:48,150000-150000 RUR,"Москва, Котляковская улица, 3с13",Открытая,Сменный график,2/2,12 часов
126760811,Оператор 1С на склад,От 1 года до 3 лет,Полная занятость,2025-10-24 T09:26:59,60000-65000 RUR,"Нижний Новгород, улица Ковпака, 1Б",Открытая,Полный день,5/2,8 часов
126781768,Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-21 T14:27:00,70000-None RUR,"Санкт-Петербург, 6-я линия Васильевского острова, 61",Открытая,Полный день,5/2,8 часов
126781479,Бухгалтер-оператор,От 1 года до 3 лет,Полная занятость,2025-10-21 T14:22:04,None-350000 KZT,"Астана, улица Шары Жиенкуловой, 5",Открытая,Полный день,5/2,8 часов
126426022,Оператор компьютерного клуба MANA,От 1 года до 3 лет,Полная занятость,2025-10-11 T10:58:41,10000-15000 KZT,"Алматы, микрорайон 10А",Открытая,Сменный график,2/2,12 часов
126751106,Оператор типографии,Нет опыта,Полная занятость,2025-10-20 T20:26:03,50000-55000 RUR,"Пермь, улица Революции, 20",Открытая,Полный день,5/2,8 часов
